id_municipio;cd_municipio_ibge;nome
828;3170438;UNIAO DE MINAS
829;3170479;URUANA DE MINAS
830;3170503;URUCANIA
831;3170529;URUCUIA
832;3170578;VARGEM ALEGRE
833;3170602;VARGEM BONITA
834;3170651;VARGEM GRANDE DO RIO PARDO
835;3170701;VARGINHA
836;3170750;VARJAO DE MINAS
837;3170800;VARZEA DA PALMA
838;3170909;VARZELANDIA
839;3171006;VAZANTE
840;3171030;VERDELANDIA
841;3171071;VEREDINHA
842;3171105;VERISSIMO
843;3171154;VERMELHO NOVO
844;3171204;VESPASIANO
845;3171303;VICOSA
846;3171402;VIEIRAS
847;3171600;VIRGEM DA LAPA
848;3171709;VIRGINIA
849;3171808;VIRGINOPOLIS
850;3171907;VIRGOLANDIA
851;3172004;VISCONDE DO RIO BRANCO
852;3172103;VOLTA GRANDE
853;3172202;WENCESLAU BRAZ
854;20;CAPITAIS
855;15;CAPITAL
856;13;CONFORME EDITAL
857;319999;DIVERSOS MUNICIPIOS
858;16;INTERIOR
859;5;INTERIOR 1
860;6;INTERIOR 2
861;7;INTERIOR 3
862;8;INTERIOR 4
863;9;INTERIOR 5
864;10;INTERIOR 6
865;11;INTERIOR 7
866;12;INTERIOR 8
867;1;METROPOLITANA 1
868;3;METROPOLITANA 3
869;4;METROPOLITANA 4
870;19;POSTOS DE FISCALIZACAO
871;17;TRIANGULO MINEIRO
872;-1;NAO INFORMADO
873;-2;INVALIDO
874;-3;NAO SE APLICA
875;-4;INEXISTENTE
876;21;CONFORME CONTRATO
877;22;CIDADE ADMINISTRATIVA
878;25;BRASILIA - DF
879;24;RIO DE JANEIRO - CAPITAL
880;23;SAO PAULO - CAPITAL
881;18;DEMAIS LOCALIDADES
882;2;METROPOLITANA 2
883;14;MINAS GERAIS
884;3205309;VITORIA
885;3304201;RESENDE
886;3304557;RIO DE JANEIRO
887;3500402;AGUAS DA PRATA
888;3501608;AMERICANA
889;3518404;GUARATINGUETA
890;3520509;INDAIATUBA
891;3524709;JAGUARIUNA
892;3550308;SAO PAULO
893;3552502;SUZANO
894;4314902;PORTO ALEGRE
895;5300108;BRASILIA
914;4106902;CURITIBA
915;2910800;FEIRA DE SANTANA
